Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;lat;long;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes;id_rtrw;lat2;long2;is_gced_alltime;;lat_1;long_1;tal_g2;long_g2;latitude;longitude
2274;3753788;BUDI MULIA KASIH;JALAN RA.KARTINI, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjhJTFRXWlhrQkhCUEloSEdpQVZydHc9PSIsInZhbHVlIjoiRy84dzE2ODc1bDM4Vlg1SThmTnJYdz09IiwibWFjIjoiZjRhMzIyNDg5ZGJlZWVlNTkxNGM1NjllMzA0NGU5NDNiYjBiMDNlMjE3MTAyMmQ5MzVmNGIzOTA3MDliM2RhZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: Q, KBLI: 87100];;;26/10/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;budi mulia kasih;0;0;0;;;jalan ra kartini tanah grogot;;87;budi mulia kasih jalan ra kartini tanah grogot kbli87;4;0;1;0;Duplikat;JALAN RAKARTINI TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2289;3780777;TK/TPA MIFTAHUL HUDA UNIT 013;JL PANGERAN MENTERI GG. 354;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlVMK2d5d2RVL0p4UmM4dkNhbE83M0E9PSIsInZhbHVlIjoiUHVaVFRsVENGTlBnZjd2bFJTUzdHdz09IiwibWFjIjoiMWYxNzU4OWMzMDUxZWY5MDFlNjJjYWQ0NThmMDgwZjY1NzIyNjU5ZmY5ZmFlNjIwYWVlOTVjMjY3OGY5M2NiMSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: P, KBLI: 85132];;;16/11/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;tk tpa miftahul huda unit 013;0;0;0;;;jl pangeran menteri gg 354;;85;tk tpa miftahul huda unit 013 jl pangeran menteri gg 354 kbli85;4;0;1;0;Duplikat;JL PANGERAN MENTERI GG 354;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2374;3809673;PEGAWAI NEGERI MITRA SEJAHTERA;JL.KI HAJAR DEWANTARA, SMKN 1 TANAH GROGOT, TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InRNR092WHpvQ1lqQ21mQUlDUExNaVE9PSIsInZhbHVlIjoiOWlEWSt5dTVPY25jTFArM1dTR0dKdz09IiwibWFjIjoiNTc2ZDY2MDZmNTcwNmM4NmFhMDFmOGUzNzhiMGU5MWI3MWY0ZjQxZGZhYzZhMTMxNTVhMjE2MWFkOTJhNWExMSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47112];;;07/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;pegawai negeri mitra sejahtera;0;0;0;;;jl ki hajar dewantara smkn 1 tanah grogot tanah grogot;;47;pegawai negeri mitra sejahtera jl ki hajar dewantara smkn 1 tanah grogot tanah grogot kbli47;4;0;1;0;Duplikat;JLKI HAJAR DEWANTARA SMKN 1 TANAH GROGOT TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2429;3933965;BFI FINANCE INDONESIA TBK, PT;JL MODANG;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjliTlpzRm11Q0R2di9FSitiK1RpVUE9PSIsInZhbHVlIjoiOFlQcmcxYkJyV2lvSXdzRi9UUHdmdz09IiwibWFjIjoiMWI4OTkzYjMxMWJkYmEyYTliOGUyMWY5MTBhMDg4ODdhZTk1NTZhNjhkODk1NzMyYjEzMDk5YWRkODUyZTc3ZiIsInRhZyI6IiJ9;;;;;31/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;bfi finance indonesia;0;0;0;;;jl modang;;0;bfi finance indonesia jl modang kbli00;4;0;0;0;Duplikat;JL MODANG;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2433;3937488;SINAR RIMBA;JL MODANG;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InMwZXMrdUpnWmp3ak1kMytKak1wdmc9PSIsInZhbHVlIjoiazk5dVBtTXhuU1ZDeTZ2SDF1ZlN0UT09IiwibWFjIjoiOTZlYjczN2Y0NDBjNWQ3YWY3Njc3NDM1NTNiOGIwYzc4MjViNWRkZmNhODc2MjExYmVlMzQ1OGQwYzllYmJlMCIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: C, KBLI: 18111];;;28/06/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;sinar rimba;0;0;0;;;jl modang;;18;sinar rimba jl modang kbli18;4;0;1;0;Duplikat;JL MODANG;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2482;4026892;INDOMARCO PRISMATAMA;JALAN ANDEN OKO;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkNQVmNJMWd0NDl5UnJqWUxBaTlNSmc9PSIsInZhbHVlIjoiUVo0ZFAvY0d3dEE0SUQxWXhUUlJUdz09IiwibWFjIjoiYWY2Yjk5Y2Q2NTQyNGRiOGFiZTMwMjBkYjc4YmVkNzVjNDcwNzZkNDkxMzdmYmNjOTk0YWY2NWFiZjI2Y2EwMSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46339];;;26/10/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;indomarco prismatama;0;0;0;;;jalan anden oko;;46;indomarco prismatama jalan anden oko kbli46;4;0;1;0;Duplikat;JALAN ANDEN OKO;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2516;4066117;INDOMARCO PRISMATAMA;JALAN JENDERAL SUDIRMAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InF2Yk5QbW5zOGNmQjd3UHdQUW5xOFE9PSIsInZhbHVlIjoiOU5VbCt2a0Joa0Z0bThwWlVSZUFKUT09IiwibWFjIjoiNzhhNjk4Zjg4OGNjMTNkN2I2MjExYzJkYmJkM2Q0OGM5NTQ3N2U1ZjdhZGI5MTE3N2JmYmQ4NWY1NDE1ZWIyYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46339];;;26/10/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;indomarco prismatama;0;0;0;;;jalan jenderal sudirman;;46;indomarco prismatama jalan jenderal sudirman kbli46;4;0;1;0;Duplikat;JALAN JENDERAL SUDIRMAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2521;4087364;INDOMARCO PRISMATAMA;JALAN GAJAH MADA;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InNhOU84UDByVWlwZTJzdHU3MXp6Z2c9PSIsInZhbHVlIjoiOHNyZGZFSllxTGNXYnc2bm1iZGRjUT09IiwibWFjIjoiZDhmNzQyZmNmZWE4MzY5NDZkZjVkNmY3MjQ5MzU2OGFkODk2NDcxMGVlMTcxMDFkOGU0NjIxNmY0NzU4OTQ3ZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46339];;;26/10/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;indomarco prismatama;0;0;0;;;jalan gajah mada;;46;indomarco prismatama jalan gajah mada kbli46;4;0;1;0;Duplikat;JALAN GAJAH MADA;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2581;4243792;PERUMDA PRIMA JAYA TAKA;JALAN JENDERAL SUDIRMAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ims2U2E4cmlhanBzdFhkcEwybzhGM0E9PSIsInZhbHVlIjoiZVFJVGozcURGZnhyM1RTNGxUanBLdz09IiwibWFjIjoiNjVhMzlmOWI5ZWNmMTJmNGRiMjEzNTYzZmViOGU1YjU3Y2I4Y2Q4MjcxN2NjYzFmODFjYWI0Y2RiZmE4ODVjOCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 46652]; [Kegiatan Usaha: Dagang/Perdagangan - distribusi pupu...";;;07/01/2025;UMKM;Dir Pajak;-1.9175293;116.190414;valid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;perumda prima jaya taka;0;0;0;;;jalan jenderal sudirman;;46;perumda prima jaya taka jalan jenderal sudirman kbli46;4;0;1;0;Duplikat;JALAN JENDERAL SUDIRMAN;0;0;;;0;6401040004_0_0;;;0;;1;1;0;0;-1.9175293;116.190414
2631;4273738;HAJI AMBO SULO HAM;JL. JEND SUDIRMAN KM 1 TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InV1aWR4RkpWUW9ydjNpZG5aMkZrcXc9PSIsInZhbHVlIjoidVBsT2tNbmJ5OWlhRlUrd2NqR01SQT09IiwibWFjIjoiNWVmZDJmMTlmYjNlYzc5ZjQzYjE0YTM3NGE0NDdkNjNjYTlkNjM4YWY3YmEzNDNhNDAzYzAyNWM3NjYzODhjNCIsInRhZyI6IiJ9;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 46610]; [Kegiatan Usaha: PERDAGANGN BBM, Kategori: S, KBLI: 9...";;;15/05/2025;UB;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;haji ambo sulo ham;0;0;0;;;jl jend sudirman km 1 tanah grogot;;46;haji ambo sulo ham jl jend sudirman km 1 tanah grogot kbli46;4;0;1;0;Duplikat;JL JEND SUDIRMAN KM 1 TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2652;4311840;PERUMDA PRIMA JAYA TAKA;TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Im1iazhHUzJmOU1GbU9jQm90YXVZZmc9PSIsInZhbHVlIjoiSW8xd2tpbEpyMFVkcFRKQjdpYmJTdz09IiwibWFjIjoiY2NhYTZjNzM3ZjBjMGM4NDFhMDQwZThmNzFkODNhZmRlZmQ3YzA3NTc4ZTgzOTNkMzY2NTY5YjY4YTJhNjJlYSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: G, KBLI: 46610];;;07/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;perumda prima jaya taka;0;0;0;;;tanah grogot;;46;perumda prima jaya taka tanah grogot kbli46;4;0;1;0;Duplikat;TANAH GROGOT;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2685;4382568;PERUMDA AIR MINUM TIRTA KANDILO KABUPATEN PASER;JALAN D.I.PANJAITAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlZBMlhPMSs3U3gyTU5iN2NDWmtHZFE9PSIsInZhbHVlIjoiaXgwUC9iNk1OYmJkVkZWTHFoT3Jjdz09IiwibWFjIjoiMTc4MTYyZDc3ZDRkZWQ1MWNmMDVkM2Q5N2U2ZmY4ZDhmOGE5NmVkOTc2OWQ1Nzg0MDgzMWE5YTM5YTAzNmMxNyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: E, KBLI: 36001];;;07/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;perumda air minum tirta kandilo kabupaten paser;0;0;0;;;jalan d i panjaitan;;36;perumda air minum tirta kandilo  jalan d i panjaitan kbli36;4;0;1;0;Duplikat;JALAN DIPANJAITAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2732;4461342;RAJAWALI;JL P.MENTERI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlN0YzE0b1JwK0FGZjg2cjhKTndHNEE9PSIsInZhbHVlIjoidWE0VFhDZXFtMmtJcTIwQTJuMEJIZz09IiwibWFjIjoiNzgwOWZjY2FkZWMyZTVmMGExZTI1Mzk5YTgzNGRjYWJkZWZiY2M0NjkxYzQ3ZTg3NjhkNDQ4Nzk4NjU4MjhiNSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: F, KBLI: 43224];;;31/01/2025;UMKM;Dir Pajak;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;rajawali;0;0;0;;;jl p menteri;;43;rajawali jl p menteri kbli43;4;0;1;0;Duplikat;JL PMENTERI;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
2892;4902773;USAHA BATIK <BASRIATI>;JALAN PANGERAN MENTRI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IklhcFFyWElINkpMV3B6ZGJhQStOc2c9PSIsInZhbHVlIjoiamZHVUx2NWxTRTU0UHZuaXhLUENrQT09IiwibWFjIjoiZjlhMWIwNjk4ZTQ4YTBmY2I5Y2QzNjQ3YjBhYTliOTQ1Y2FmOWZmODE3Yjg3NjBkNWI5YzMzNGRhYzhjNWE2YiIsInRhZyI6IiJ9;;[Kegiatan Usaha: PEMBUATAN DAN PENJUALAN BATIK, Kategori: C, KBLI: 13134];;;05/02/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;usaha batik basriati;0;0;0;;;jalan pangeran mentri;;13;usaha batik basriati jalan pangeran mentri kbli13;4;0;1;1;Duplikat;JALAN PANGERAN MENTRI;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3510;5714645;GUEST HOUSE RIFA HALIS;JL JEND. SUDIRMAN GANG MARIOLA;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IndBZDh3YnU3VDk1bHM0ZDlvRDBJblE9PSIsInZhbHVlIjoiTjdabTFTQlJkYUFJMTJoSnhyT2lHdz09IiwibWFjIjoiMTRkODNjNWYwM2UxZjdkODc3MjRiNDE4Mzg0MmJjYTlkZjM5NDM2ZDA5NjE3YjI0OWY5NWI5ZTI0NzZlOTkzYyIsInRhZyI6IiJ9;;[Kegiatan Usaha: GUEST HOUSE, Kategori: I, KBLI: 55199];;;22/01/2025;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;guest house rifa halis;0;0;0;;;jl jend sudirman gang mariola;;55;guest house rifa halis jl jend sudirman gang mariola kbli55;1;0;1;0;Alih Usaha;JL JEND SUDIRMAN GANG MARIOLA;0;0;;;0;6401040004_0_0;-1.9125936;116.1949217;0;;0;0;1;1;-1.9125936;116.1949217
3805;5976637;PRIMER KOPERASI ANGKATAN DARAT DIM 0904;JLN. M. NOTO SUNARDI NOMOR 65 TANAH GROGOT, KABUPATEN PASER KALIMANTAN TIMUR;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6InI2VUhNSnk3bEpRZWJXVC9FaC9PV2c9PSIsInZhbHVlIjoiV2VrdTA0SzBDREZOMUtHVDJnZ0lTdz09IiwibWFjIjoiYjIxODdiMmUwMjI3N2MyZTM4OWJjMTNkODE2OTQwYTNhMWZkN2ZmYWIwY2VmYmM1YTQwY2ZiMjA3NjU5YmVkMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: -];;;07/01/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;primer angkatan darat dim 0904;0;0;0;;;jln m noto sunardi nomor 65 tanah grogot kabupaten paser kalimantan timur;;0;primer angkatan darat dim 0904 jln m noto sunardi nomor 65 tanah grogot   kbli00;4;0;1;0;Duplikat;JLN M NOTO SUNARDI NOMOR 65 TANAH GROGOT  ;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3811;6055323;PINARA 21 KOS & GUEST HOUSE;JL. S.I. KHALILUDIN, GG NUSA INDAH 1, TANAH GROGOT, RT 011 RW 04;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImpwSG9GaUtZZHFqNVBpejlLeW0wSmc9PSIsInZhbHVlIjoiUDRxVElrTjMrZUFhTzlSSVRMOC9qdz09IiwibWFjIjoiYTYyMDQ1MDZlMzQxNzlmYzYyZGE1MTQxNmFlNmJlODJmYTdhYWY5ZGU0YmEyODJhOWUwNTdhMWM1ZWM5NWJiNiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Rumah Kos, Kategori: -, KBLI: -];;;14/05/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;pinara 21 kos guest house;0;0;0;;;jl s i khaliludin gg nusa indah 1 tanah grogot rt 011 rw 04;;0;pinara 21 kos guest house jl s i khaliludin gg nusa indah 1 tanah grogot rt 011 rw 04 kbli00;4;0;1;0;Duplikat;JL SI KHALILUDIN GG NUSA INDAH 1 TANAH GROGOT RT 011 RW 04;11;4;;;0;6401040004_11_4;-1.90231;116.191342;0;;0;0;1;1;-1.90231;116.191342
3812;6058098;Hotel Tiara;Jl. Jend. Ahmad Yani;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlpzajRFSEs3ZEhMMWFXS2Z1R2NLOGc9PSIsInZhbHVlIjoiMFI5QUVsSnRzaXFTNmJINTZnWlQ2UT09IiwibWFjIjoiNWYwZWIzNGZhNDIzMWIwYjYxNmNjZWMxYjY2NDVlNGUwMGM5OTBmY2Q3ZDE4NzIyMWFhNzJlYTEwNzhhN2E5YSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Penyediaan Jasa Akomodasi, Kategori: I, KBLI: 55120];;;05/02/2025;UMKM;;-1.90366;116.199565;valid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;hotel tiara;0;0;0;;;jl jend ahmad yani;;55;hotel tiara jl jend ahmad yani kbli55;4;0;1;0;Duplikat;Jl Jend Ahmad Yani;0;0;;;0;6401040004_0_0;;;0;;1;1;0;0;-1.90366;116.199565
3815;6077137;INDOMARET MODANG TANAH GROGOT;JL. MODANG;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlE3V2E4enQwenJwVjd0Vko1UjhnR2c9PSIsInZhbHVlIjoiKytycHdtTG1NZTBCVUI2Y2I3TThjQT09IiwibWFjIjoiNTdkMzM2YTBlNmEyNDQzODk0NzBiOTcwMWE2NzQ5NjgwNWFkOWYxMGJkZGE5ZGNkNDU2YjVmZTQzMGMzMTc0MCIsInRhZyI6IiJ9;;[Kegiatan Usaha: PERDAGANGAN ECERAN, Kategori: G, KBLI: -];;;31/01/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;indomaret modang tanah grogot;0;0;0;;;jl modang;;0;indomaret modang tanah grogot jl modang kbli00;4;0;1;0;Duplikat;JL MODANG;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3825;6083453;SMP MUHAMMADIYAH;JL. PANGERAN MENTERI NO. 96;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6ImJ4N25MbzlFZ284TVlxcWVyZXNPVHc9PSIsInZhbHVlIjoiak9mQ0M5N25BRWQ0MXcxOXZ6QTNDdz09IiwibWFjIjoiNWYyZDE3YjNiZjg1MDgzNzE0MzcyYmYxZWU4N2UzZDA0NDA1N2M2M2RjZGZjNDRlMjFmMWQ5YTE5NDgyNjk2YiIsInRhZyI6IiJ9;;[Kegiatan Usaha: SMP SWASTA, Kategori: P, KBLI: 85122];;;27/06/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;smp muhammadiyah;0;0;0;;;jl pangeran menteri no 96;;85;smp muhammadiyah jl pangeran menteri no 96 kbli85;4;0;1;0;Duplikat;JL PANGERAN MENTERI NO 96;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3831;6085848;KANTOR NOTARIS PPAT NURHANIAH, SH., M.KN.;JL. KANDILO BAHARI NO. 17 RT 007;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkFkQ05rYStpeWJPMEI5ZVVhNklTMWc9PSIsInZhbHVlIjoiUGdaVFpHU2FDL05qRXc0OE1hOU41Zz09IiwibWFjIjoiMWM0ZWFhMmZmMzc5OWE3MGJjN2NlZWI5OWMxY2NlYmU5YTg2ZTg5YjYzYmU3YzU1ODlmZWVjZGNiMDdmZDYzMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: PELAYANAN PEMBUATAN AKTA, Kategori: M, KBLI: -];;;05/02/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;kantor notaris ppat nurhaniah sh m kn;0;0;0;;;jl kandilo bahari no 17 rt 007;;0;kantor notaris ppat nurhaniah sh m kn jl kandilo bahari no 17 rt 007 kbli00;4;0;1;0;Duplikat;JL KANDILO BAHARI NO 17 RT 007;7;0;;;0;6401040004_7_0;;;0;;0;0;0;0;;
3877;6095141;SULING KONSULIDATE AGENCY, PT;JL.PADAT KARYA GG.HERMAN RT 01 RW 05 TANAH GROGOT;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ijh1SnY4clhyWjVzRFlMRTJKZlg2REE9PSIsInZhbHVlIjoiekRwQStMaE1aT0dndTAwK2hGQU9Idz09IiwibWFjIjoiYTIwZTllNDc0NzQyODJiNTA5ZDE4M2Q1MTJkZDEwYjBhMmNlZWY2OTEzY2UxYTVlYWE2ZjkzNmVmMmQxOThlMSIsInRhZyI6IiJ9;;[Kegiatan Usaha: -, Kategori: -, KBLI: -];;;15/12/2025;UMKM;;;;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;suling konsulidate agency;0;0;0;;;jl padat karya gg herman rt 01 rw 05 tanah grogot;;0;suling konsulidate agency jl padat karya gg herman rt 01 rw 05 tanah grogot kbli00;3;0;0;0;Belum Berproduksi;JLPADAT KARYA GGHERMAN RT 01 RW 05 TANAH GROGOT;1;5;;;0;6401040004_1_5;-1.91499;116.187511;0;;0;0;1;1;-1.91499;116.187511
3887;6171374;CV BORDIR MAKSUM;JL. PIERE TENDEAN GG. SIMPATIK RT 7;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IlUreGUybTdFS0cvMXpZRU1oTk4vSXc9PSIsInZhbHVlIjoiNTE2TytUd2lIRlZiU0owdXRZQXZwQT09IiwibWFjIjoiYjU0ZWZkMjc2MjEyZjM5NjY5YzM1OGNmMWU4NDI4NjIwYTA5OWRkNjNmYTEzMzAwYTEzYTQzMzg2OGU5NzllMiIsInRhZyI6IiJ9;;[Kegiatan Usaha: MEMBUAT BORDIR EMBLEM DAN NAMA, Kategori: C, KBLI: 14302];;;22/05/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;bordir maksum;0;0;0;;;jl piere tendean gg simpatik rt 7;;14;bordir maksum jl piere tendean gg simpatik rt 7 kbli14;4;0;1;0;Duplikat;JL PIERE TENDEAN GG SIMPATIK RT 7;7;0;;;0;6401040004_7_0;;;0;;0;0;0;0;;
3896;6085852;PT. RADIO RIZKY INDAH ANANDA;JL. PANGERAN ANTASARI;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IjU5Zllib2xxbDd5L3l3S0dIbGhvREE9PSIsInZhbHVlIjoiZU4xcVZhQnNYWDJLOXZHUDBuUXhzUT09IiwibWFjIjoiMDNkYjYzZjI3NWIyYmQ5ZTdiN2JlMTFkN2U5MGIwMGE0ZmExMjVlMTMwMmI5NmExZDEyNmM2YzQ5OTc1NWZlYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: JASA PERIKLANAN, INFORMASI, DAN HIBURAN, Kategori: J, KBLI: 61100];;;19/05/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;radio rizky indah ananda;0;0;0;;;jl pangeran antasari;;61;radio rizky indah ananda jl pangeran antasari kbli61;4;0;0;0;Duplikat;JL PANGERAN ANTASARI;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3898;6085855;STIE WIDYA PRAJA;JL. JENDERAL SUDIRMAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6IkVNdU5RUlgyZzc1ZTNzVkxxNllKdVE9PSIsInZhbHVlIjoia2diUkxacG43N0J6eUNjVkpKblN2dz09IiwibWFjIjoiODNlOTk1YjE1YmRmN2Q3NzUwNjY2Yzg3ODJlNzRjYWI4ODU2NTkxNWM1Nzg3NWMyNGJiNTE0YjQxM2Y2NTc5YyIsInRhZyI6IiJ9;;[Kegiatan Usaha: pendidikan tinggi Swasta, Kategori: P, KBLI: 85321];;;31/01/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;stie widya praja;0;0;0;;;jl jenderal sudirman;;85;stie widya praja jl jenderal sudirman kbli85;4;0;1;0;Duplikat;JL JENDERAL SUDIRMAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
3902;6085844;BPS SAYANG IBU;JL. JENDERAL SUDIRMAN;6401040004;64;1;40;4;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH GROGOT;eyJpdiI6Ik83MlhHWitndEt6blJtRDdIVU1yNHc9PSIsInZhbHVlIjoid3NZUHRDT0pnYXBYazdxSlJkd0xFZz09IiwibWFjIjoiOGVhOGVkZWFjYjRlZTUwMjBkMzI5MWYxY2IyYmEyN2UxMGNiZDkzOWFjNGU2NjBhYTM0YjNmNDI5MTg1YjczNiIsInRhZyI6IiJ9;;[Kegiatan Usaha: KLINIK BERSALIN, Kategori: Q, KBLI: 86104];;;10/02/2025;UMKM;;;;invalid;;;FALSE;FALSE;FALSE;;;invalid;;;;;;bps sayang ibu;0;0;0;;;jl jenderal sudirman;;86;bps sayang ibu jl jenderal sudirman kbli86;4;0;1;0;Duplikat;JL JENDERAL SUDIRMAN;0;0;;;0;6401040004_0_0;;;0;;0;0;0;0;;
