Unnamed: 0;idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;latitude;longitude;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;lat_2;long_2;cleaned_nama_usaha;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;cleaned_alamat;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc;flag_shadow;is_perorangan;is_kurung;status_perusahaan;alamat_cleaned;RT;RW;is_in_perumahan;is_in_pasar;flag_notes
12800;55044658;TOKO MAMA FIA <NOOR SANTI>;PASAR SENAKEN, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6IkZnMDNNcVhoSnN0YXNDeUZBTVduUVE9PSIsInZhbHVlIjoiK001L3duSFJtWUI4aWJyMHZ4eHhWUT09IiwibWFjIjoiM2ZjOTg3MjA5ZGY1ZTQzNzg2NTVkY2U1MmNkYzNkYjM5ZGM3Y2YzZDA5YTdlN2ZlODFkOWQ2YzhlY2I4M2U4MCIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL PAKIAN, Kategori: G, KBLI: 47711];;;;UMKM;;-1.873881189;116.1960579;valid;eyJpdiI6IjhKTWxSNFRYUUQzeXNxbGxRWVVjM3c9PSIsInZhbHVlIjoiRkpZRTRqQnRIUFVuMjJJRnVHTWJFUT09IiwibWFjIjoiMjY1MGM1Y2RlZjNkNTljYmYyMjZjZDU5ZmFmZDUyNDNmZmYwYzQ5MjQ4Mjk2NGJkYzk5MjVlNTVhNmFlMjNiMiIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.873881189;116.1960579;valid;adib.tamtama;;;;;mama fia noor santi;0;0;0;;;pasar senaken rt 0 rw 0;;47;mama fia noor santi pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;PASAR SENAKEN RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12811;55156397;ARIF RAHMAN HAKIM;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6InZXNG9uT0FzNDBaTW42NDhPaXJ0cnc9PSIsInZhbHVlIjoiSkhPSmVWcHM0dDRSbUp3MzVSRCtNUT09IiwibWFjIjoiZTViNTNkYTg5NDk4NmUyZDQ1MzAzMzc5MzViZjAxMjA3MWI5N2JmODYyNzRhYzMwMmYzZTExMWUwOTAwYTgxMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-1.92319298;116.196056;valid;eyJpdiI6Ino3V25UamJ0d3NwcnVzSU1kNHFWUVE9PSIsInZhbHVlIjoiRUVVSFNha1dqZnZtdDJhVUhuYVhvdz09IiwibWFjIjoiNTJkODc4NGMxN2YzYjllOTA1MDRlNjE1ZjVjZjVkOTAyZTE2ZTZlNDM1ZjdiNmFhYmMxYjcxYjY2MjhmODM5ZiIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.92319298;116.196056;valid;adib.tamtama;;;;;arif rahman hakim;0;0;0;;;pasar senaken rt 0 rw 0;;47;arif rahman hakim pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12826;55152287;BURHANUDIN;Wilayah pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6ImYzcldMM21NZTlPcFdBOGFDTUM0eEE9PSIsInZhbHVlIjoibFk2Z1diR1c2Y3JyQlhQQ2xlTm1yZz09IiwibWFjIjoiYzhhNTIwMGYxODJiOWM0YzZjYjgwOWEyOTdmZDUyZDI1MjU1OWY2M2JlZGRmZjhiYjhhNTZiM2NkYmE0MTA3ZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sayuRan, Kategori: G, KBLI: 47813];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;burhanudin;0;0;0;;;wilayah pasar senaken rt 0 rw 0;;47;burhanudin wilayah pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Wilayah pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12845;55237257;SAYUR MUKOYATI <MUKOYATI>;Pasar senaken hamparan subuh, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Ik14ampHU0UwZkd0S29DSWZOUXBtTEE9PSIsInZhbHVlIjoiOXRySFNTN2dEN0hiYkI4NTJXZFgrZz09IiwibWFjIjoiZGFjMzE2ODdlMzk3MTgyMTg0ZjZjZGFiNjk1OTI4MWE1NTA2MTdiNzg0ZjQ0MjUxOTA3ZTUwYzViYTQ5ZmJmOCIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sayur eceran di pasar, Kategori: G, KBLI: 47213];;;;UMKM;;-1.87328559;116.1243651;valid;eyJpdiI6InlHdDd4NGNZTS9RM2V3LzlHbjRlV1E9PSIsInZhbHVlIjoidW9OWWlUZS9JVjJ6aFNVT2YxcXE4Zz09IiwibWFjIjoiY2MzYzRjMjdkNWZmMjYwOGE0YTc2OGMxZjZjY2FmZjU0N2FjYTgwZjk3ZjE1ZGVkN2IxNzVjNmNiYTM5MGYyMyIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.87328559;116.1243651;valid;adib.tamtama;;;;;sayur mukoyati mukoyati;0;0;0;;;pasar senaken hamparan subuh rt 0 rw 0;;47;sayur mukoyati mukoyati pasar senaken hamparan subuh rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken hamparan subuh RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12864;55075868;RUSMIATI;Wilayah pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjQxSlBtTGE1WVZnTnlKb3FTZjF0a0E9PSIsInZhbHVlIjoiS3BNdkxwOGp1bDZTUmVFWUtyYTRCQT09IiwibWFjIjoiZjM5YWU3MmVlZDQ2YjBjZjJmNjIwNjhmYTJjOGQ0ZGIzNTI2YTc1ZmJhNDVkYmI5MTFjY2ExMTczZjBkOWQwZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual rempah rempah, Kategori: G, KBLI: 47219];;;;UMKM;;-1.879222289;116.1759215;valid;eyJpdiI6IjVNQXpkVzFLaXVWQW51SVBheDY1Smc9PSIsInZhbHVlIjoiUHZBUVpPdjVwVkpyaFQ2ZnlkVGFxUT09IiwibWFjIjoiOGQ2MjYxOGI3ZTBiZTUzNTQ4YzU3NDRlNGY2NTIzNWRmZTVlNjI3MjFhN2YwOTA1OTQ0YjYzZGJiMjMzMjYxYyIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.879222289;116.1759215;valid;adib.tamtama;;;;;rusmiati;0;0;0;;;wilayah pasar senaken rt 0 rw 0;;47;rusmiati wilayah pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Wilayah pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12870;55127760;TOKO TAS <MAHMUDAH>;PASAR SENAKEN, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6IjdTTGduZlJLZjd5bkJKKzl6UnJYRlE9PSIsInZhbHVlIjoiQmZFUTlZVHhLd1laQU13M09Bck9TZz09IiwibWFjIjoiZDBkOTYxNDM4NGZhODUwMDY1NWE5NWQ4ZDc1MWRjYWI4MDdhOTI0ODMwNTM0NzY2YjJiYWE2MmRmYjJlNzI0MiIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL TAS, Kategori: G, KBLI: 47714];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;tas mahmudah;0;0;0;;;pasar senaken rt 0 rw 0;;47;tas mahmudah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;PASAR SENAKEN RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12873;55046656;SEMBAKO FAJRIA <FAJRIA NOR HASANA>;Pasar senaken blok A, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlZFd245ait6TnVqL1RiR0p3Mlk3aVE9PSIsInZhbHVlIjoiQzNMS0JtaGZoT2pTMlpwd0pTQ2E0UT09IiwibWFjIjoiYzZhYWE1N2VlZjc4OWJmNDc2ZDUyYTZlNmMwNWE5ZDM1NzYyZDYzMDUzNzlmYmM1ODI5NDFkNTk2NGUxYzIzYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sembako eceran dilapak pasar, Kategori: G, KBLI: 47999];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sembako fajria fajria nor hasana;0;0;0;;;pasar senaken blok a rt 0 rw 0;;47;sembako fajria fajria nor hasana pasar senaken blok a rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken blok A RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12885;55073168;SAYUR SULIMAH <SULIMAH>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Im1KenhyZnlmYWJTRnMvQWxuZ1ZSMEE9PSIsInZhbHVlIjoiR2wvTDAxTEwrOGRPTDRUbzZWZlZnQT09IiwibWFjIjoiM2I5NWIzZjNlMWFiMTBmNDM4ZmJkYTMyZjA5Y2ZhZWJiNGMwMDlhNzlhYTRjMGM3YjMwY2VkYTAxMTFkNWEzNyIsInRhZyI6IiJ9;;[Kegiatan Usaha: menjual sayur eceran di lapak pasar, Kategori: G, KBLI: 47213];;;;UMKM;;-1.854713333;116.1488617;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;sayur sulimah sulimah;0;0;0;;;pasar senaken rt 0 rw 0;;47;sayur sulimah sulimah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12889;55068988;SALIYAH <SALIYA>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IlpqNE9yZm5HTUpPQklpSHhEWHkxeUE9PSIsInZhbHVlIjoiMG5FcEpHNDhtQTFSa3k5amtQN05RZz09IiwibWFjIjoiZTI2Yzg5NmNhZjEwNzdkMTQxNGIwOWFmNjZhNGJiODI0MjFhNTgzMWJmYjQ3YmFiYmQ1ZGRhMTIyMTVhZjg5YSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Penjual minuman es dawet dengan cincau, Kategori: I, KBLI: 56304];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;saliyah saliya;0;0;0;;;pasar senaken rt 0 rw 0;;56;saliyah saliya pasar senaken rt 0 rw 0 kbli56;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12891;55302059;TOKO TAS AWAL <NOR AWALIYAH>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6IlNYQlcvSFgyejNxZUNPdWFSVXg2RXc9PSIsInZhbHVlIjoiWkFkSDAxZW9mbTNKUWZmRlZ5VVZRQT09IiwibWFjIjoiYWEwNmFiMzE4NzhmZGMzNmI1ZWJhYzk2YmNhZTVhYzRhN2M2ZWU3OTBhZDU0MTk4ZWM1NzZiMDAyMzI2ZmZjYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual tas, Kategori: G, KBLI: 47714];;;;UMKM;;-1.92137684;116.1898604;valid;eyJpdiI6Ikg4dTZJdVpwN3ZNTHVYaGhHcmJaSlE9PSIsInZhbHVlIjoiMzlCZDVGYzFGd2Fidzh6ZlQ5UEtuZz09IiwibWFjIjoiZTUxN2Q3ZmRhNDBkM2RhZTQyMzMwMThiODRmZDg5ZDgwZTRmODE0ZTQzNjA4MWY3NzU3ZDA5NjNmMDZiMjI4OCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.92137684;116.1898604;valid;adib.tamtama;;;;;tas awal nor awaliyah;0;0;0;;;pasar senaken rt 0 rw 0;;47;tas awal nor awaliyah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12893;55156271;TOKO HAFY <RAHMATULLAH>;PASAR SENAKEN, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6IndvMjZ3b0huWWp0bzhBbWxLUWd5Ymc9PSIsInZhbHVlIjoibkViTEVuTkV4RVRTOCtRR01PYWNkUT09IiwibWFjIjoiODQzNGE3OTJlZjRjM2Q3ODcyNDQ0NzFhYTNjOWRkMTk3MTQ5MmE0OTg4YmFiNTA1MDQ3YWQ2NWRhZTk4MWNhYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL PAKAIAN, Kategori: G, KBLI: 47711];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;hafy rahmatullah;0;0;0;;;pasar senaken rt 0 rw 0;;47;hafy rahmatullah pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;PASAR SENAKEN RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12895;55072281;JUMINAH;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjNHalI3WFhSUXZmQ1dkbW5ka0o4U1E9PSIsInZhbHVlIjoiVWc5aVpwVEZ1eXpEZlVTWGRhWkhGQT09IiwibWFjIjoiNmIxMTAxZTY4ODUyZDQwMWIzODk3OWM0NDZkYjI3OWM5MTk5ZThkZDFlMDlmYmMzMjY1YTY2ZTA5YmE3ZmI2MiIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual sayur nangka, Kategori: I, KBLI: 56103];;;;UMKM;;-1.842550027;116.2387563;valid;eyJpdiI6ImloWHhlWXcxcm9iaFFXQXl0a2tCZEE9PSIsInZhbHVlIjoiM3VtY3V2aUo0V2dOalU5K2xqNWVwUT09IiwibWFjIjoiMThlYzE5YWI3OGEzZWU5ZmUxZjhmNzc1NzU0NDUyZmUyN2U4ZmYxNDZlNTU0ZDNiNzE1NmY4YjY5ODYzYjllNiIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.842550027;116.2387563;valid;adib.tamtama;;;;;juminah;0;0;0;;;pasar senaken rt 0 rw 0;;56;juminah pasar senaken rt 0 rw 0 kbli56;1;0;1;0;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12896;55236967;TK. MAMA PUTRI <MASRATU>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6ImNlamEyWmQ5M0xPV2o3UU51NnZnNEE9PSIsInZhbHVlIjoiZVNLenN6MmUyMTJlNzhVREFrZVQrdz09IiwibWFjIjoiMDc0NTg4NDNkMjgzNGVlYTQ1YjIxZGZkODQzN2RhZmI1YTk2M2RlMDQ1M2ZmZDExMDhmOGNmYzlhYmIzMzQxNiIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL PAKAIAN, Kategori: G, KBLI: 47711];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;tk mama putri masratu;0;0;0;;;pasar senaken rt 0 rw 0;;47;tk mama putri masratu pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12908;55153817;PUTRI SUCI AGUSTIN;wil.pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IitaVkZuS2lOM2hzUm9oNDRvWjdlV3c9PSIsInZhbHVlIjoiUFhCTDR3bFdrZGRmckZtL0dnZ21adz09IiwibWFjIjoiOWMxYTVjY2U2ZTI1MTAzZjRiYTc5YTM5ODRkYzU4NzZmMzYwYTI1ZmFkZjMxOTBiNjVhZjIxMWMzOWEyY2IxZiIsInRhZyI6IiJ9;;[Kegiatan Usaha: menjual bawang merah dan aneka sayur, Kategori: G, KBLI: 47213];;;;UMKM;;-1.902206667;116.2134367;valid;eyJpdiI6IjBzYTZBY2h5eTU4S3VyVUQ3YWtXdWc9PSIsInZhbHVlIjoiM2V2RTdYcmdSZi9IQnNzS1QrSEtLUT09IiwibWFjIjoiZjEzZTA1NDZiNjViYmQ4NDcyYTY1NWEzNDJlZjIyZjJmYzNlNTAxYTBlYTcyZjM0YzZiZjJlNWZmZDk4NWUzMCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.902206667;116.2134367;valid;adib.tamtama;;;;;putri suci agustin;0;0;0;;;wil pasar senaken rt 0 rw 0;;47;putri suci agustin wil pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;wilpasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12937;55103425;M.IQBAL;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6IjV2SVlPQVpRaXZtME5sMHNQQVg1eHc9PSIsInZhbHVlIjoiVmdhZUc4UE5RRVQzYm9UUVErbTVRQT09IiwibWFjIjoiZjU1YTRjMDU1YTQzYTQ0ZTZlODQ4NDkyNjI2M2ZmZGE3NDZiYTllNDIxMzM0ZmQxMjAwN2NkNTJjZjNhMzNjNyIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-1.91521282;116.1938897;valid;eyJpdiI6IjB1NzhFcGZQOGoyOWdFc2RSQnR0Q2c9PSIsInZhbHVlIjoiWFh1ajBOUDdOcEh6Zktic1FoL1NUdz09IiwibWFjIjoiZjFkM2FiY2YwODdhOTViMWU5MGY0YTBiNjNiODRhMTMxMTdkZTc4NDY3OTViYThkOWMzYjRlYTFhOTg1N2MwMiIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.91521282;116.1938897;valid;adib.tamtama;;;;;m iqbal;0;0;0;;;pasar senaken rt 0 rw 0;;47;m iqbal pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12940;55152216;TK. FAHRUL <FACHRUL>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6InJwYWZuelE3Y0RxZmpSWkFoVDFFY0E9PSIsInZhbHVlIjoibzlCbGhVbDhGRkt4SXQ1TDdBL1kyZz09IiwibWFjIjoiN2ZhMzg4Nzk1Y2NiOGE5YjJkYjZmMWQ5YjJjYzQ5N2MyYmNmYmRlNDA3N2E1MGRjZTIxMDY4OGM4MjY1NDRkMSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual tas, Kategori: G, KBLI: 47714];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;tk fahrul fachrul;0;0;0;;;pasar senaken rt 0 rw 0;;47;tk fahrul fachrul pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12942;55181174;BAHRUNI;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Ijd1QUMvVFBPVUp5Sm5ycC8yT1d0UkE9PSIsInZhbHVlIjoiNVByajByY1R1TFV1UE5XTXV2VFZhdz09IiwibWFjIjoiMGUxYTRkYTVhNjk1YWYyOWM2ZDM0ODY4M2RjYWRmMDU5ZGFkOWIxZjJiZDczNDk1ODRhZjFlZTE5ZDU0YmUxMyIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-2.364385568;115.2648898;valid;eyJpdiI6ImlsTVIyaWlaYmJ0NTBLWXN1a3BCU3c9PSIsInZhbHVlIjoiSzdDbWI5cWlWR3FoOXJsc2hVc1ovUT09IiwibWFjIjoiODk5NzgzMDY5MTE2YjQxYzU3ZDkxMDYzNDc1Y2VmYzlkNmU0MWM3NmU0ZmFjMWZmYjk3NTFjYzNjMmFhNDVhZiIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-2.364385568;115.2648898;valid;adib.tamtama;;;;;bahruni;0;0;0;;;pasar senaken rt 0 rw 0;;47;bahruni pasar senaken rt 0 rw 0 kbli47;1;0;1;0;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12956;55103683;YANA BUSANA <ANDRIANI FITRI>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6ImhYMnZzRHBCWFUrTU9VZGFEOXRadUE9PSIsInZhbHVlIjoiNUlCWjRvNUZaS1VjN2JhcFdsdzlIdz09IiwibWFjIjoiZDQ4MjJhZmYzMzMyYjJkZWY5ZjU2YTUwODAxNDk2Y2Q4OGNjNTQzMGY0YTkzYjhmYmFlYzBiMjJiNmZhNjFjZCIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual Pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-1.912020822;116.1883552;valid;eyJpdiI6IlQvUlNkMzNFeE1FdnU1WDJFajNTcHc9PSIsInZhbHVlIjoiQnpEQlRmOGJ2ZGhZc2syaytnWnR2QT09IiwibWFjIjoiNjhiMjAwMzUyZWE5MzRjMGViYzY0YWM4YWU2NmFhZmUyYmExZDEwMDdkNjVmZmQ3YTdmNmRmYTk3YzBiMTM2NCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.912020822;116.1883552;valid;adib.tamtama;;;;;yana busana andriani fitri;0;0;0;;;pasar senaken rt 0 rw 0;;47;yana busana andriani fitri pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12957;55237358;TOKO RISKIYAH <NINA HARTINI>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6IlVrRjJnVjc3WHA0M1hFcXVad0lDWkE9PSIsInZhbHVlIjoiWWV4Y3FGc2xYWGpncmpMOWVWQnFNQT09IiwibWFjIjoiMzQxNzQ0YjU5NDdmYzRmNzAxNGI0NTg2NTM0OGVlZmI1ZWE4YWNmNWMyZTMxMzRlODY4YjcxYTM4YWRlMTQ1MiIsInRhZyI6IiJ9;;[Kegiatan Usaha: MENJUAL PAKAIAN, Kategori: G, KBLI: 47711];;;;UMKM;;-1.92023271;116.1968339;valid;eyJpdiI6ImdlQVhGMmNwQ0plT1RPeVVvdU9USkE9PSIsInZhbHVlIjoiNnVsa2kwZkZEUytSZzRySFBBSy9jdz09IiwibWFjIjoiYTFhYjliYTAzNDhhOWQ4ZjAxMTUwMTk3Mjk0OWM2MzdmNjFlYmZkYjdhMTUwNjFhZWRlOTg4YWUyYTEwMjc2OSIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.92023271;116.1968339;valid;adib.tamtama;;;;;riskiyah nina hartini;0;0;0;;;pasar senaken rt 0 rw 0;;47;riskiyah nina hartini pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12960;55045669;TOKO SINAR ABADI <MULIYANA>;Pasar senaken, RT 0/RW 0;6401040009;64;1;40;9;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JONE;eyJpdiI6ImU1Q1g2M2l4ZkhwK2svSkJjdVpFZlE9PSIsInZhbHVlIjoiUzNEMGFqcU93UjMxKzFxTjRQaFlYdz09IiwibWFjIjoiZTljYTg4NmEyYWVmYjYyMGU4NDU1ZTEyOWQ2Y2U5NWU0MTRmYzRkNWE1Y2M3YmNhNDA0YWQ5ZTJmOWI5ZWIwZSIsInRhZyI6IiJ9;;[Kegiatan Usaha: Menjual pakaian, Kategori: G, KBLI: 47711];;;;UMKM;;-1.9143987;116.1962649;valid;eyJpdiI6Im1FMFhMM2d5U3JUejZwbGJ3WWQ0RFE9PSIsInZhbHVlIjoiYkFlY2xvaFBCYTZ1b0Q2SXZsN3lrZz09IiwibWFjIjoiYTMxZTA4NWMwM2VkNDY3MTlmNmE1YTZiZWIwYjY1MDU1ODBiNDQwNjI2NmRmOTNhOGI0Y2Y1ZTk1ZmRmODJlZiIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-1.9143987;116.1962649;valid;adib.tamtama;;;;;sinar abadi muliyana;0;0;0;;;pasar senaken rt 0 rw 0;;47;sinar abadi muliyana pasar senaken rt 0 rw 0 kbli47;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
12967;55077171;PARUT KELAPA SAMSUDDIN <SAMSUDDIN>;Pasar senaken, RT 0/RW 0;6401040016;64;1;40;16;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SENAKEN;eyJpdiI6Im5ZcUtLTktRQkxBaUtGQ2pmTFRuVWc9PSIsInZhbHVlIjoicGREQWJmYWw5UENmazlsbnh0WUllZz09IiwibWFjIjoiNDY4OWIxYzMzNTQzY2ZiMGU4NTAyZmE2ZGNjYzE0NWYxYWY1MDBkMmIzOWI4NTNjZTg5ZDBkMTc1NDcyMGZmYiIsInRhZyI6IiJ9;;[Kegiatan Usaha: parut kelapa di lapak pasar, Kategori: C, KBLI: 10773];;;;UMKM;;-1.933935197;116.164607;invalid;;;FALSE;FALSE;TRUE;;;invalid;;;;;;parut kelapa samsuddin samsuddin;0;0;0;;;pasar senaken rt 0 rw 0;;10;parut kelapa samsuddin samsuddin pasar senaken rt 0 rw 0 kbli10;1;0;1;1;Aktif;Pasar senaken RT 0RW 0;P01;P01;;1;DONE 01/02 - 8.07 PM
