;"ï»¿""idsbr""";nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;status_perusahaan;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;latitude;longitude;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;nama_usaha_gc;alamat_usaha_gc;cleaned_nama_usaha;cleaned_alamat;sim_score;is_duplicate;gc_flag_duplikat;match_with;alamat_cek;id_duplikat;kbli2d;nama_usaha_with_alamat_and_kbli;hasilgc_recode;flag_shadow;is_perorangan;is_kurung
310;233764;KOPKAR PALM TAKA JAYA;RT. 001;6401030002;64;1;30;2;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;BEKOSO;eyJpdiI6IlI3bmcrbzJhd25GenMxZVpFV3hmN3c9PSIsInZhbHVlIjoiT1FRKzdZMmt2aFAxL0RPWmJSRlZJdz09IiwibWFjIjoiMTU4MGUxNDNhZTcyOWIwMGFjZTU1Y2YyZWNmNmNjZDZkODI1NDFlNGY0NGU0ODY2MGUxNGQ2MTJiYjdmMmRjOSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Koperasi, Kategori: K, KBLI: 64141];;;2025-02-24;UB;;;;invalid;eyJpdiI6IklnODd5cFRBNkdZdFRhVVNVNzEzemc9PSIsInZhbHVlIjoiLy91THFUSkhPNnhMSHl0SDIxSUFqQT09IiwibWFjIjoiYTUxZWUzYjlhYTUxNGY2OTM1MWJhYzMzYWNlMDAwZTU1MjZkZDk1OTJkOTU0MDgzOTFlOGE5M2IzMWY4ZjI2OCIsInRhZyI6IiJ9;1;FALSE;FALSE;FALSE;-194.395.553;11.610.844.808;invalid;adib.tamtama;;;kopkar palm taka jaya;rt 001;0;0;4;;;;64;kopkar palm taka jaya rt 001 kbli64;1;0;1;0
311;194688;PERKEBUNAN NUSANTARA XIII (TABARA), PT;JL NEGARA KM 95, SAMUNTAI, KODEPOS: 76282;6401060001;64;1;60;1;KALIMANTAN TIMUR;PASER;LONG IKIS;SAMUNTAI;eyJpdiI6ImNKMXphMTJSdkppSXhMNXp5SUZHdkE9PSIsInZhbHVlIjoiNGV6d0x6OU1zQm13RXdkOGVOVHErUT09IiwibWFjIjoiYmY4ODRhODAzNTVjY2JkYWU2MjZiMWU0MmJjYzA4NTBmMzM3NTRhZmZhYTk4OGIyOGEyNjhmODk5NTg5ZDI4YiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: PERKEBUNAN KELAPA SAWIT, Kategori: A, KBLI: 01262]; [Kegiatan Usaha: -, Kategori: A...";;;2025-01-10;UB;;-1.6752504;116.131008;valid;eyJpdiI6ImI5Rm91aDFweE1GQkNkT0crd3JnUFE9PSIsInZhbHVlIjoiRmtsYnR1RG51dlFUdmdaRnNmUWZCdz09IiwibWFjIjoiMDYwNmQ0MWYxMDM3MWViMDNiMGNkNGQ5ZmI1NzRhZjk1NjMzN2EyZmIwMDVhNzM3MTU2YzAwYzJmYTk4NjQwMCIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.6752504;116.131008;valid;raka.prawira;;;perkebunan nusantara xiii tabara;jl negara km 95 samuntai kodepos 76282;0;0;4;;;;1;perkebunan nusantara xiii tabara jl negara km 95 samuntai kodepos 76282 kbli01;1;0;0;0
312;209150;PTPN XIII PMS Olong Pinang Pasir Belengkong;Desa Olong Pinang Kec. Pasir Belengkong;6401030013;64;1;30;13;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;eyJpdiI6IlM5aHVWM0JCNUJOY2Z5RzNkeEttc3c9PSIsInZhbHVlIjoiWTEyZkZkME9kSWVYWkxLcmlnWUNlQT09IiwibWFjIjoiZDgyYzMzMDVhYTczMTMzMTQ5ODBhMGUzNjgwMjAxOWIyODlmOGRiMmMwZDk2YjFkMzYyZjhiYTQ0OGRkOTQ3MiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: Industri Pengolahan, Kategori: C, KBLI: 10431]; [Kegiatan Usaha: Pengolahan kelapa ...";;;2025-10-26;UB;;-1.9300103;116.1230797;valid;eyJpdiI6ImtINUo2ZjZNNVJqc2dQbzdSS05MMWc9PSIsInZhbHVlIjoiVUJxMFBiNG42YUtCRU9XKyswN2xQdz09IiwibWFjIjoiYzFlMjBlYTM1ODcxODA2N2RkOGZkNzBjMzNhNzllZmE1NDUxMzFiZjc1NzAwMzQyM2Q0NzJkZWMwYTI3NjllZCIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.9300103;116.1230797;valid;raka.prawira;;;ptpn xiii pms olong pinang pasir belengkong;desa olong pinang kec pasir belengkong;0;0;4;;;;10;ptpn xiii pms olong pinang pasir belengkong desa olong pinang kec pasir belengkong kbli10;1;0;0;0
313;194693;PT. MUARA TOYU SUBUR LESTARI;J9WM+J52, Labangka, Kec. Babulu, Kabupaten Penajam Paser Utara, Kalimantan Timur 76285;6401080007;64;1;80;7;KALIMANTAN TIMUR;PASER;LONG KALI;BENTE/TUALAN;eyJpdiI6ImkxOFRpQU1mMERUaVhweExEbFR2b1E9PSIsInZhbHVlIjoiM3NyQlB1amJ1ZlgxWU1WRjN3NXFrUT09IiwibWFjIjoiNDcyNGIzMzc2MGVkOTNjYzI3ZGYzYjgwOTZmZmY2NTI4OTUxMzQyNTQxOTE2YzM5NGUwOWI0MzQ3NmYxMzYyYiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: PERKEBUNAN KELAPA SAWIT, Kategori: A, KBLI: 01262]; [Kegiatan Usaha: industri crude...";;;2025-12-14;UB;;-1.3534938;116.3828831;valid;eyJpdiI6IlJrWThKTmdRRXNHdU83RlZ3ZlMraXc9PSIsInZhbHVlIjoiZ0lNWHVGNEtmdTF1STV3Mlp6S0JJZz09IiwibWFjIjoiMjBiM2YxNmNlOGVjMzI1OTA3YzBmNDgzMTVjYmQ3N2FhNGM5NDZlYzBjNmIyOTc3YmNjYmNkN2Y5NTdlMzA2ZSIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.3534938;116.3828831;valid;raka.prawira;;;muara toyu subur lestari;j9wm j52 labangka kec babulu kabupaten penajam paser utara kalimantan timur 76285;0;0;4;;;;1;muara toyu subur lestari j9wm j52 labangka kec babulu kabupaten penajam paser utara kalimantan timur 76285 kbli01;1;0;0;0
314;97341424;MITRA UTAMA TAYLOR, CV;Jl.sultan Hasanudin no.4;6401040005;64;1;40;5;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TANAH PERIUK;eyJpdiI6IitUOVJkRGcrYkl3RjVNTXVTTml3RXc9PSIsInZhbHVlIjoia0I1VTVhL2pTUW9rWWhvYWtqa1BCUT09IiwibWFjIjoiMjZkYTVmZmQyMTgwYTcyM2Q1OTliMDEzMDVjYzQwNDg2MzEwMTc4NTA3YzBlZTI3OTVhYzhjNjgxZjYyZjkyYiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: C, KBLI: 14120];;;2024-12-16;UMKM;;-1.9223817;116.1992847;valid;eyJpdiI6ImNEOVlpT1ZiNm1waGlwaUFLNVhEVHc9PSIsInZhbHVlIjoiM3NKcU9BRUFUei9aeUZqMGozNi9sdz09IiwibWFjIjoiODA4MGJlMDY4ZWFmMjlkNWRjNjRhOGU3MTA4M2E5NmY2NjllNDJkMmNlZmMwZjYxNzkzZjI0ZDA2ZTFiOWY2ZSIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.9223817;116.1992847;valid;raka.prawira;;;mitra utama taylor;jl sultan hasanudin no 4;0;0;4;;;;14;mitra utama taylor jl sultan hasanudin no 4 kbli14;1;0;1;0
315;97339784;SDN 021 TANAH GROGOT;JALAN POROS DESA SEMPULANG;6401040002;64;1;40;2;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SEMPULANG;eyJpdiI6IlV1WWRqeEVqOW14VTFhaGloQTd5MEE9PSIsInZhbHVlIjoieGRuN2U1ZFZHZ3pLQnhyM1RubXRNdz09IiwibWFjIjoiYzliMjk2OWFiNjE3M2I3OWY4ZDM0ZTZmN2NhYzNhYzg2ZTc0MmI4NmNkMDI0NmI3YmY4ZjkyZDdkMWUyNDljOSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: P, KBLI: 85111];;;2025-11-10;UMKM;;-1.86442279511;116.1525604159;valid;eyJpdiI6IlJPU1dvQ2JRUzVONTVuU2drWTNZR1E9PSIsInZhbHVlIjoiNCtubkY4WTc2aERhK3MxdVFzbjNkUT09IiwibWFjIjoiZGU3OGU0OTQwYTA2MWQ4ZmZhOGI2MWEzNmU5ZmJiMjEyYzE5NTgzNjMxZWRlODhkODA3NjUxODJkM2M4ZDdjMCIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.86442279511;116.1525604159;valid;raka.prawira;;;sdn 021 tanah grogot;jalan poros desa sempulang;0;0;4;;;;85;sdn 021 tanah grogot jalan poros desa sempulang kbli85;1;0;1;0
316;94660462;PERKEBUNAN NUSANTARA XIII, PT (PANDAWA);DESA OLONG PINANG, KODEPOS: 76271A;6401030013;64;1;30;13;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;eyJpdiI6Im9yOXRjOEw1L3YwcTQxQ1oxS0dkTFE9PSIsInZhbHVlIjoiQVFrMXE1VjhZbjNRb2hHMXo4aHVzdz09IiwibWFjIjoiNjRhZWNhZGQyNjFlNzJhNjQ2OTUxZDVhZDEzMmRiNjYzMTNkNWIyZjA5YWEyMmE5OWE5YzYyMWI1ZmIwMjZhYiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Perkebunan buah kelapa sawit, Kategori: A, KBLI: 01262];;;2025-05-16;UB;;-1.9302573;116.12578;valid;eyJpdiI6IktYZXpKTFMvZnppOEFKbWpiM3RTMUE9PSIsInZhbHVlIjoiM0VTQWw5anZVY1hXNUk1Uk12NGNrZz09IiwibWFjIjoiYmJiOWIxNzU3MmEwMzk4NjRlNDllMjk5OTU1NDJlNWJiZWM4MDc1M2MyMzc3YTVhZjU0YTYwYWQzZmNhYjhlOCIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.9302573;116.12578;valid;raka.prawira;;;perkebunan nusantara xiii pandawa;desa olong pinang kodepos 76271a;0;0;4;;;;1;perkebunan nusantara xiii pandawa desa olong pinang kodepos 76271a kbli01;1;0;0;0
318;94656150;PT Perkebunan Nusantara XIII Persero Kebun Tajati Plasma;DESA OLONG PINANG;6401030013;64;1;30;13;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;OLONG PINANG;eyJpdiI6Ilp4UVE2cVY1WnVVNDltSGlnODdZWWc9PSIsInZhbHVlIjoiSVBBYUlScTgxejZ6NGFlZmhXOFQxZz09IiwibWFjIjoiYzg0MmNmZTI1OGRkOWFlOGRjMWRhNjYzODRhZDRjNjRlZDQ0OTQ2NzRhZTkyZTI1YjI3OGE5ZDMwNDg3NDU4MiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: Perkebunan buah kelapa sawit, Kategori: A, KBLI: 01262];;;2024-10-31;UB;;-1.9108;116.1894;valid;eyJpdiI6Im53WDNORUw5M0NBRkhLWGU3S3BHZEE9PSIsInZhbHVlIjoiYzdVcTF1dWJBejdEdW1jMDVwaUZyQT09IiwibWFjIjoiYWMyOGE1YzJjZDEyYWQ2YmUxNTc1YTFlZGRlYzQzMjdlZmM1ODQ2N2Q2NjFkNTA5NWQzZjA5ODU5YTRlYzA1ZiIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.9108;116.1894;valid;raka.prawira;;;perkebunan nusantara xiii persero kebun tajati plasma;desa olong pinang;0;0;4;;;;1;perkebunan nusantara xiii persero kebun tajati plasma desa olong pinang kbli01;1;0;0;0
319;97334921;SMAN 01 BATU ENGAU;Jl. Kerang Dayo KM 54, Desa Kerang;6401021001;64;1;21;1;KALIMANTAN TIMUR;PASER;BATU ENGAU;KERANG;eyJpdiI6InZLT0hiZ2c4NHlOSDEvS2ZFL21kUUE9PSIsInZhbHVlIjoiRTlqZ2NJUGhTSWMvOWRNaWJPSjQ0dz09IiwibWFjIjoiODA0ZDFlNzI0NDE4M2ExM2VkM2EwNDQ0NmNjNGM4ZTU0ODUzZWIzODE3ODg5YzA1NmIwZWI2MzAyOTA1MDY3YiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: P, KBLI: 85210];;;2025-11-10;UMKM;;-2.2266;116.0754;valid;eyJpdiI6Im1QeGQ0VVhKSUd2TkhDNTBESlROa0E9PSIsInZhbHVlIjoiNlJRL05qekFmb0J3RmdzcjA4c3dXZz09IiwibWFjIjoiNWZmY2MzZWEzYWVlZjgyZWI4Y2U4NjU1YWY2OTUxZDFmYjNlN2NmYmYzOWE2YjUwY2JhNjkyZGVlNDQ1OTIyYiIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-2.2266;116.0754;valid;raka.prawira;;;sman 01 batu engau;jl kerang dayo km 54 desa kerang;0;0;4;;;;85;sman 01 batu engau jl kerang dayo km 54 desa kerang kbli85;1;0;1;0
320;97334862;BORNEO INDAH MARJAYA, PT;DESA LABURAN, KEC. PASER BELENGKONG;6401030012;64;1;30;12;KALIMANTAN TIMUR;PASER;PASIR BELENGKONG;LABURAN;eyJpdiI6ImFXKzNHS0ViZjN2NEFCUjgrbDh2cnc9PSIsInZhbHVlIjoiUXhHMFdSdThXUGlxQW9Ca21zWVRKUT09IiwibWFjIjoiNWY4MjA1MmM4Y2ZlZTM2ZjkzMTczYjBkMzliOTYyNDIxOWUwZDU0ODRkNTI3YjJmNTdjOTM5NDFhODc4ZGEwNiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: C, KBLI: 10431]; [Kegiatan Usaha: -, Kategori: A, KBLI: -]";;;2025-10-26;UMKM;;-2.034176;116.400313;valid;eyJpdiI6IlhvdlJ6M2N5UHltajJJWUZ3RmNoRWc9PSIsInZhbHVlIjoiWFVTcWJxZzJDMHlVRVM3NWlkOXlnZz09IiwibWFjIjoiNDI3NjMyZDI4Y2QzNjAzMjk4N2IyMTJiZmQ5ZjQ3NDc2ZTRhZjVjMWMwYzY1NmY3MTI4ZGVmYjJmZDA3M2M2OSIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-2.034176;116.400313;valid;raka.prawira;;;borneo indah marjaya;desa laburan kec paser belengkong;0;0;4;;;;10;borneo indah marjaya desa laburan kec paser belengkong kbli10;1;0;0;0
321;97334931;ALAM TUAH, CV;JL PELOPOR;6401040001;64;1;40;1;KALIMANTAN TIMUR;PASER;TANAH GROGOT;JANJU;eyJpdiI6Ik9HODEza1IwaVdEVy9VT2VGbkhXd1E9PSIsInZhbHVlIjoiVjBKMzlIY1JIcVdweGExR1NMNnU2QT09IiwibWFjIjoiM2FiMDQ2MDVjNGIwODA2ZDNlZDgxZjg2MGUyYTM3MTQzMGZjYzgzMWVlN2YyYmNkMDcxNzk4Yjk4NjgyZmRiZCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 46202]; [Kegiatan Usaha: Jual beli buah sawit, Kategori: G, K...";;;2024-12-16;UMKM;;-1.858019644;116.1779929;valid;eyJpdiI6InY2V29Nd2FGRWtzb3ZFRXdWSXFtK0E9PSIsInZhbHVlIjoiSHQzVmpReWNtTlVJQ2oxWEtSOThoUT09IiwibWFjIjoiZmE3ZDJkOGMxMDE1MjhkN2E5OTY3Y2Q3ZGFkNDg3ZWNlM2ZmMWZhNjI4NDMxMzViZmMyOTFkNjFlNzU4OGVlMSIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.858019644;116.1779929;valid;raka.prawira;;;alam tuah;jl pelopor;0;0;4;;;;46;alam tuah jl pelopor kbli46;1;0;1;0
322;97335557;Toko Setia Bayu;K Plaza LE Floor 10/9, JL. R Suprapto, Tanah Grogot, Kec. Tanah Grogot, Kabupaten Paser, Kalimantan Timur 76251;6401040007;64;1;40;7;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SUNGAI TUAK;eyJpdiI6ImZXMktzcFNxZGp4RW9uVnJYbHpoTVE9PSIsInZhbHVlIjoiYmNTdnhiUUR1d2U4OUdwUlhqb0lVZz09IiwibWFjIjoiYmE4N2Q4YmNhZWNlNTgwMGM2ZmE4YzhkMmM2YTAxNmVmMGZhMmZhMjgwOTE1YThhMTQ0MjU0YjU0OWIzYmE5OCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: G, KBLI: 47735]; [Kegiatan Usaha: Tukang Emas, Kategori: , KBLI: ]";;;2025-11-21;UMKM;;-1.9157274;116.2002035;valid;eyJpdiI6Ik80N3p3NEZscWpUd3U2RjhNSVhJc0E9PSIsInZhbHVlIjoiYmhYNlRiOGFDbkl3K1NWTlM0U21Idz09IiwibWFjIjoiMjY2OGRjNmM2MTA0YzYwYzkzMzdjMmMwN2MxMzg3ZWU2MzhkZTY3M2M3NmQ3ZDVkODVmYTVhYjhlYTMwNTg3OCIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.9157274;116.2002035;valid;raka.prawira;;;setia bayu;k plaza le floor 10 9 jl r suprapto tanah grogot kec tanah grogot kabupaten paser kalimantan timur 76251;0;0;4;;;;47;setia bayu k plaza le floor 10 9 jl r suprapto tanah grogot kec tanah grogot kabupaten paser kalimantan timur 76251 kbli47;1;0;1;0
323;97341411;TPA RAHMATUL UMMAH;BLOK E, TAPIS;6401040015;64;1;40;15;KALIMANTAN TIMUR;PASER;TANAH GROGOT;TAPIS;eyJpdiI6InFuV0J3ME5vTHBNTGs5c2I2K3NKd2c9PSIsInZhbHVlIjoiM25aN3Y1ekI4NjQrNnZ3U0s3Q09Hdz09IiwibWFjIjoiNDk0NzZjZGU4ZjVlYmY3NDAyMWI1NmJkODIzNjdmNmZmNDM4Y2IyNjQ2YWIzN2Q3MDY3OTNiY2UwNTI4M2JmYyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: MEMBACA DAN MENULIS AL QURAN, Kategori: P, KBLI: 85440];;;2025-11-16;UMKM;;-1.87741127;116.201187;valid;eyJpdiI6IkRFczg0N3ljdFpKV2JXZU5oaHRBelE9PSIsInZhbHVlIjoiUVZjQk0rYVVDcHdkQXVOVTRXcm1hZz09IiwibWFjIjoiZjhiM2I0NzJmZTRhZTQ4MGZhN2NhNzM4ZmJmOWNmYTU2ZWJmODRiMzhhOGRkMzA2MDc3MGZiOWJkMGU4MGVhMiIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.87741127;116.201187;valid;raka.prawira;;;tpa rahmatul ummah;blok e tapis;0;0;4;;;;85;tpa rahmatul ummah blok e tapis kbli85;1;0;1;0
324;97333877;MULTI MAKMUR MITRA ALAM, PT;DESA TEBRU PASER DAMAI, KEC. BATU ENGAU;6401021013;64;1;21;13;KALIMANTAN TIMUR;PASER;BATU ENGAU;TEBRU PASER DAMAI;eyJpdiI6InAyQ1BMQ1dhNFN1dEFMRFY4Q2NuL1E9PSIsInZhbHVlIjoibE4zOU45WnJMZSt2NFUxVHNZYWt0UT09IiwibWFjIjoiN2ZmMGUzMzkyNGJmZmVhOTY0M2Y2YjhjYjkwY2M2MzBkMjk1ZDllMTk0OWM2ZmIzZjM1NTk1NWY0MzgzZmY0ZSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: A, KBLI: 01262];;;2025-11-10;UMKM;;-2.1517424615147;116.08485180885;valid;eyJpdiI6IkdpK1hOUGd4Qzl4SFlNeWJ6UE5WdVE9PSIsInZhbHVlIjoibm42ODFSd3Y0bE1QREo1Rk5IWHUzUT09IiwibWFjIjoiNzMyNGFkZTRjZGI4ODU0MzI3NDVhM2I1YWZjNzY2MzMwYWE3NjM5MGE2NWMyZmI5NmE2ODVhOWIyZmI1MDZkMyIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-2.1517424615147;116.08485180885;valid;raka.prawira;;;multi makmur mitra alam;desa tebru paser damai kec batu engau;0;0;4;;;;1;multi makmur mitra alam desa tebru paser damai kec batu engau kbli01;1;0;0;0
326;97341998;TPA NURUL IMAN;JALAN NEGARA;6401070002;64;1;70;2;KALIMANTAN TIMUR;PASER;MUARA KOMAM;MUARA KOMAM;eyJpdiI6ImRUSjRYZk12amVqclBuQ2xreVAwVUE9PSIsInZhbHVlIjoiYXgrTk43RWRSUFZqRjVEWmdHTkdLQT09IiwibWFjIjoiMTViZmU4MzNlYjk1YWFlZjI1ZWRiNDQ3ZDVmNWRiZTQ0M2UxNDg0Y2JlMmE2ZTFhMWJlZmZjMjllOTBiYzcyNiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: P, KBLI: 85440];;;2025-11-29;UMKM;;-1.6768076;115.281104;valid;eyJpdiI6Ilc2QWpLMUt0Q2pkcTZoRU5DTHRYYWc9PSIsInZhbHVlIjoiTmFENEdiTjlUblZZbXBnSlJqTjRjUT09IiwibWFjIjoiOTY0ZDEyZjFiZjQ3YThkOTc1NjliMTYyZDRlOWMyODQ4MmQ2NmM3YmE4NTQ0NmE0MjFlODg0MjIxYmE3YzIzMCIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.6768076;115.281104;valid;raka.prawira;;;tpa nurul iman;jalan negara;0;0;4;;;;85;tpa nurul iman jalan negara kbli85;1;0;1;0
327;97341515;PENGGILINGAN PADI SUMBER REZEKI;SUNGAI TUAK;6401040007;64;1;40;7;KALIMANTAN TIMUR;PASER;TANAH GROGOT;SUNGAI TUAK;eyJpdiI6ImFROWV2U2hKRkJIS25PTE1xdk5sWlE9PSIsInZhbHVlIjoia0ZOdlZSeml3NlFKY0xoNUJQWHIwdz09IiwibWFjIjoiMWY5YzU1NTI4ODJhNDI0ZGFmYzA0YWNkNTc4Mjc0NTEyOTg4MjE2MTI3MGQyYjQ1MWVjZmUxODJhYmMzOTdhZCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: C, KBLI: 10631];;;2025-02-10;UMKM;;-1.916261564;116.2053654;valid;eyJpdiI6IkFoQVJqSXR2aVhjK2FiM0QxemxYK0E9PSIsInZhbHVlIjoiVDJ5S3hFQUNPMHovYmpCTFpJQ1FTdz09IiwibWFjIjoiZjhiOTJjOGViYWI5ZTcxYzhkM2RjYTNmYTNlYjFhMGVjOTZiZTBkNTQxMDNiYmUzNTJjMzA3ZDdmNDdmODUxYyIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.916261564;116.2053654;valid;raka.prawira;;;penggilingan padi sumber rezeki;sungai tuak;0;0;4;;;;10;penggilingan padi sumber rezeki sungai tuak kbli10;1;0;1;0
328;97341524;POLINDES LOLO;DESA LOLO;6401050001;64;1;50;1;KALIMANTAN TIMUR;PASER;KUARO;LOLO;eyJpdiI6IkpEaXNGRVpKVGJONTFXREFMa1VFRVE9PSIsInZhbHVlIjoiTXFZbWlJS2JTcFpBMytHTnl0SWNJUT09IiwibWFjIjoiN2RjODk0MDk3Yjc3YTRiNTgzZmQ0MmZlYzkzN2QwMDJlZDE1NDIxNDAzNmE2NjE3Y2M5ZWNjNDlkZWYzNjU0MSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: Q, KBLI: 86102];;;2025-12-21;UMKM;;-1.87966;116.08573294019612;valid;eyJpdiI6IjlGWXJpcUJTZTRWOGpJWkZHVTF2blE9PSIsInZhbHVlIjoiOGJmZ1dPUVd1K2JhbU0yMlVpK0doZz09IiwibWFjIjoiYWVhNjNiNGYwMWJlNjJlZjE3YjU4OGRhMmYxMWM4YzU3ZjFmZjEwZGRjNDE3M2Q3YWEzYWRiZDJmNDc2OTI2MyIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.87966;116.08573294019612;valid;raka.prawira;;;polindes lolo;desa lolo;0;0;4;;;;86;polindes lolo desa lolo kbli86;1;0;1;0
329;97341525;TOKO BAROKAH;DESA LOLO;6401050001;64;1;50;1;KALIMANTAN TIMUR;PASER;KUARO;LOLO;eyJpdiI6IlI5UWJUc1ZFMlVubkp0RGtFRGdYeUE9PSIsInZhbHVlIjoiNGxuZ2VnZnlUSjBOaVFwdGVFby85Zz09IiwibWFjIjoiNDA1Njc1MGZlMjQ0MWJlZTk4MmJmYzUzNDZiNzgwYTBlY2JiY2M3MTY3NWQwNzhhOGRmNjE4MGI3OWIwOGRmZCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: G, KBLI: 47112];;;2025-12-21;UMKM;;-1.874196;116.121963;valid;eyJpdiI6IjN2aGozZnVJck9vOWNYSVNTaDM3Wmc9PSIsInZhbHVlIjoiVHZZQ0w1TDlSTzk1SGNEdllDeW1odz09IiwibWFjIjoiYTFhZWNhNzY1NTliMjIwYmM0YzE0MTMzMmFlMTNkMDFlMzY5ZmEwNzljMTI3M2Y5ZTgxZGE2YWE2NDkyNzA0YyIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.874196;116.121963;valid;raka.prawira;;;barokah;desa lolo;0;0;4;;;;47;barokah desa lolo kbli47;1;0;1;0
330;97341517;BUANA WIRA SUBUR SASTI, PT;DESA LOLO;6401050001;64;1;50;1;KALIMANTAN TIMUR;PASER;KUARO;LOLO;eyJpdiI6Imk5ZmZyVU1OaEhSUnpuZXZHOEdlSEE9PSIsInZhbHVlIjoicFYyNWdJb1ozMjYxWGl5RFZpOGRYdz09IiwibWFjIjoiZWYyZmE4NTQ2NDkyZWZhNGYzNzg3ZDM5OWNlNWE0ZGJlY2YwZjE4MGQyODcyYmE1MTM2YzM2MWRlNDdkOWViYiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: PENGELOLAAN TBS, Kategori: C, KBLI: 10431];;;2025-12-21;UB;;-1.8867644;116.06008334061883;valid;eyJpdiI6Inpya3R1ZDh6K0NVRGtDUVNkbzdjOHc9PSIsInZhbHVlIjoiMlZobmt6REUvUFRPTnNpaFJteGVVQT09IiwibWFjIjoiMzcxNmIyNWY2Mzg5ZTcwZTY2ZWY5NWFhZmViYzdiMjg3MWY5MzFhZmNmNzAzNDAwMTBjZmI4MzU3ZjhjZDgyNiIsInRhZyI6IiJ9;1;TRUE;TRUE;FALSE;-1.8867644;116.06008334061885;valid;raka.prawira;;;buana wira subur sasti;desa lolo;0;0;4;;;;10;buana wira subur sasti desa lolo kbli10;1;0;0;0
