"idsbr";"nama_usaha";"alamat_usaha";"kode_wilayah";"kdprov";"kdkab";"kdkec";"kddesa";"nmprov";"nmkab";"nmkec";"nmdesa";"perusahaan_id";"status_perusahaan";"skor_kalo";"kegiatan_usaha";"rank_nama";"rank_alamat";"history_ref_profiling_id";"skala_usaha";"sumber_data";"latitude";"longitude";"latlong_status";"gcid";"gcs_result";"allow_cancel";"allow_edit";"allow_flagging";"latitude_gc";"longitude_gc";"latlong_status_gc";"gc_username";"nama_usaha_gc";"alamat_usaha_gc"
"6396000";"CAHAYA MULIA ELEKTRINDO, PT";"JL PADAT KARYA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImNzKytMK3IzZEgvUVRCVkJYMS9wS2c9PSIsInZhbHVlIjoidkM1M2NXZWNXL1lCN3NCcmRSVHlyUT09IiwibWFjIjoiMjFiZDNjODBkZTlkZWNjODE1ZGQ2YjJiNDcyZmE4ZmE0ZTZjYTk4ODc0OTM1N2M2N2VhZjMwMzMzZWNiMDU4NiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396004";"KARUNIA JAYA, CV";"JL MODANG GG DAMAI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IktvSDlBZkR6UUhleDF4MlpVZndkV0E9PSIsInZhbHVlIjoicDZFQTNjbTZmQ1BacS9EVHhSL3NTZz09IiwibWFjIjoiOTM0N2ZlYTZmZWRiNGViYzMyMThlYTgyYmFiMmVmZDA0Yzc1YmIwODdlNzJkOTM4ZjBjYzE4ZTMzYWZkNWEwYyIsInRhZyI6IiJ9";"Duplikat";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-06-28";"UMKM";"";"-1.913622";"116.193969";"valid";"";"";"False";"False";"False";"";"";"invalid";"";"";""
"6396041";"PUTRA BORNEO BERJAYA, CV";"BATU KAJANG";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6Ik4xRWlZWGg5cXc4R0VqUitZMWNmM0E9PSIsInZhbHVlIjoiVk9RWVNLTmFTZWpjcjRQMkszcTFTQT09IiwibWFjIjoiMmYyNzRjMDI1NzQwMGY5MjZkZmVjMmU2N2EyZmMxZDlhNGExYjU0NmRiZDAxMGJmMDFkOTU0ZThhY2YxZTg3NiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396042";"TRI INSAN BANGUN BERSAMA, CV";"BATU KAJANG";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6IjhJKzljZWVmZkVSSzQza3doN1NEMHc9PSIsInZhbHVlIjoib0FKQklqeGgrNmE0bjExM0VPWFc3dz09IiwibWFjIjoiYjI5Zjg0NDU5MzYyYTIzMjQ4OGVjMThjYTc5ZDNjMzQyNzM4NmEzNDIxNDFiNzc5ZDczZDRmZTk1MTY3OGZmMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396043";"BORNEO ABADI, CV";"BATU KAJANG";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6IlpOeDU1VEpDaWdUdlFvU2xOQ3pHV0E9PSIsInZhbHVlIjoieU0yeXJPRE1wWTF3RjFMRmNlQkJ6Zz09IiwibWFjIjoiZTU5ZDRjMjk0MGYxYzY4ZjVmOGMwZmRmNmEyNjQzZTQ5OGMxOWU0ZjM5NzkyNjJiODZkOTBiZGJhYjljYWQ2OSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396044";"NATA JAYA ABADI, CV";"BATU KAJANG";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6IkFZNGtQRHdwMjlSaDN4aFhTRmtyL1E9PSIsInZhbHVlIjoiVENmT2gvZnQvOU9zeFhuU1cxUmJGZz09IiwibWFjIjoiNDA3YjUzMWE2ZDFiODQyNDI4NjM3OTM3YTE3Yzg5OGNjMDliZDgwNjkwZjQ1MzRmMDFkZDRiMGQyZWY1NDAzNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396045";"BATU LINTANG PERKASA, CV";"JL LETJEND SUPRAPTO";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6InhOeTk3a2w2RURxVzFtZTFwdGp0S0E9PSIsInZhbHVlIjoidTMrVk1ZTlpxRDFMZC84MkkvbDV2QT09IiwibWFjIjoiMjJhYjk3NGMzMWEwNGVlNGFjOGY0MWE0YmY0NmZmZTQ0ZmQ1YmFmNTI1OTYyY2I5ZTg4ZjY3ZWM1ZWE4NzRiMyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396046";"SERUMPUN JAYA PASER, CV";"JL NEGARA";"6401010011";"64";"01";"010";"011";"KALIMANTAN TIMUR";"PASER";"BATU SOPANG";"BATU KAJANG";"eyJpdiI6Ijhjb1hSQzlTODNCbHB3L3huVTRFREE9PSIsInZhbHVlIjoiSjVlMG9zd0ZTOE5obURnNy9XcENJZz09IiwibWFjIjoiNmFjY2FmMTIyNjUzNWFjZWFhYmFkNGQ2ZWM2YzYwMmRiNTI4NmExMDBlZWJjOTgwOWJhNjIyNTNiYTNkMTJlMCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-11-24";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396047";"UNAYS MULYA, CV";"desa damit";"6401030003";"64";"01";"030";"003";"KALIMANTAN TIMUR";"PASER";"PASIR BELENGKONG";"DAMIT";"eyJpdiI6IlVpdTc2TUlqWFVHTlFiZGhhVXltUEE9PSIsInZhbHVlIjoibVoxY3FhTkczKzZ4OFdxMk9qV0NVQT09IiwibWFjIjoiM2JhOWI1NGY0OTgzYjE2NWFiMTEyYTRlMWZkYzIyNGM2MWU5NzllODk2NTUyMzlmMWE5ZDI5OWY2NmJlNzE5YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-21";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396048";"MITRA KARYA GESANG, CV";"desa suliliran";"6401030010";"64";"01";"030";"010";"KALIMANTAN TIMUR";"PASER";"PASIR BELENGKONG";"SULILIRAN";"eyJpdiI6IktTT0dUblJWd1JaQk10YmlsUlZtWGc9PSIsInZhbHVlIjoiM3dPVVhSTDE5NXhsNE43ZVZyWnFPQT09IiwibWFjIjoiMzhmNmM3ZGZkMjdhZDhkOWQxMjY1YjFmMzJiYWU5ZDNiN2NmNjU1ODUyMmRiNTQ1ZmE0YWNiZmQ0N2VmZDRkZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-21";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396049";"WAFFA BERSAUDARA, CV";"JL KANDILO BAHARI NO 77";"6401040003";"64";"01";"040";"003";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TEPIAN BATANG";"eyJpdiI6Iml0d3FnNEpjOWVvL2VNVk16NGZvaFE9PSIsInZhbHVlIjoiSVEvcE1XVlAzMjlaM08wc25FeXBBZz09IiwibWFjIjoiNzAwYjhlOTgyMmQ2ODBiNDlmNmFkMWZmMTIyMTg2M2I2YzhlODhmMGM4YmUzM2E3M2VlYTAxYzlmNTM5YWJiMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396050";"ALIF, CV";"JL KESUMA BANGSA";"6401040003";"64";"01";"040";"003";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TEPIAN BATANG";"eyJpdiI6IitaZFFZdk05a3VJSVJLc0IzVVBPTEE9PSIsInZhbHVlIjoidGFEY0o4SlY3L2M5NE1NdGJvZlBnQT09IiwibWFjIjoiYzUwNTZjM2YxMGFmZGU3OTM3MGZkOWZmZmQ1ZGRiMzczNzNiOWQ4ZjE1MjI0ZTM1ZTMxZjg0ZmRiODM1YWJhNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396051";"ANGGANA, CV";"JL AHMAD YANI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IjVML0lncHAxRDhiY1dVUDJwWWNxT3c9PSIsInZhbHVlIjoibFgxbldBMjh2eERnYWVDVnVUSlV0Zz09IiwibWFjIjoiOGE2Yjg3OGY2NTJlY2JjOWFhNzEyNmRiZjQ2MjlmMzY5NWIxZGJmN2RjN2VlNzdiNmU4Mjg3MjMyYzE1NTMzOCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396052";"SAFA UTAMA ABADI, CV";"JL AHMAD YANI GG LAOS NO 133";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InJxbmxJM3c5Yi9QSUVpN05RZVpqdlE9PSIsInZhbHVlIjoidVlzbDRDdy80cG96YjIwMVRTU2Z2UT09IiwibWFjIjoiYWJhNmE0OTNlZjk5ZmUwYWEyNzBkZTVmOWRkNTQ2OWNmYmQ5M2Q0ZjYyZGI1ZmM5ZGQyZWYwZDIzNGNkMzI1ZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396053";"BANGUN PASER MANDIRI, CV";"JL ANDEN OKO GG CANDRA 2";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InMvL0ROVWZwYUhqd3lDMEo0c3U5ZGc9PSIsInZhbHVlIjoiMU1xRWo4NDBWeVhuSXFCMWFYMzRKQT09IiwibWFjIjoiOGJkYTIyZjMwZWM5MWRjYWZjY2I4ZWFiMWFiYzc0ZDQ2ZjE5OWM0YzhmOWJmYWJlMmQ1ODkxMGM3MWIzNTJkYSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396054";"LAUT FASIFIK, CV";"JL ANDEN OKO GG CANDRA 2";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6Ik5qQmhjMi9iME9SYUFkb2o3UW96WlE9PSIsInZhbHVlIjoiR2dxWksrZFFTbkxna016MTVyZFV2dz09IiwibWFjIjoiNjc1MGMzNDZjZDExZDRkYzg2NDE1OTdjN2QxZGQyNTQ2NmYwNDlkNTQ1N2E5MTlhMGM5MDI2M2JhMzRlZmNhNSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396055";"HASMI LINTAS NUSANTARA, PT";"JL ANDEN OKO NO 51";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IlJ6RDdjUnpMV1JtZUlSQTJPTHFsVHc9PSIsInZhbHVlIjoidHpGazZETlFLL1hPVGtiSVlBTHFwQT09IiwibWFjIjoiM2YyMmFlMjJhMzBhYzY3MTU1YWQxYTU0NWUyNTllY2QxM2YyYjRjZDQwNTBhOTBhYThiMWRiNzg5ZTZhZmY2ZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396056";"VEGA UTAMA, CV";"JL DI PANJAITAN NO 09";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6Inl5eHB3VFNoRGQ4bzN6L0hKS3BuZ3c9PSIsInZhbHVlIjoiaURYZzRFUWNMbXUxdnNzRkZ3UUpsZz09IiwibWFjIjoiMzc3YzA0YjA0ZTI2MjhjZWJjYTlhMGE1ZThkN2EwMzAwNzg1MGE2NGQxMGJhZjUwZjVkYWZhZTEwZDk0ZTNhMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396057";"POHON PELANGI, CV";"JL DR CIPTO MANGUNKUSUMO";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IjRQNkt4aW1CNlRnUVBmR09Ld09YTGc9PSIsInZhbHVlIjoiSHFzUG9rVkVyZGU1MkNVS0QzK2lyUT09IiwibWFjIjoiNThhZGVmOTZkMjQzOGJiY2RhNjJjZTBlOWUwMGY3N2JiZTJmZDk4MGFkMTc3NTA4ZTkzMWJhYTE4YmI1NDdhZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396058";"NORMAL, CV";"JL GAJAH MADA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImJEWTJ6M1JUQzd5NGhNRmxkQm1EN3c9PSIsInZhbHVlIjoiNWYvS0FPQ2NpZDNoTTV5UVJySThhZz09IiwibWFjIjoiNTI3NjkyOTg2YTlmZjI5YzFmN2E5YzNlNWRlM2FhNzM1N2NiNjc2ZjU4MWE0Y2Q2NTE1MzA3YzQ2MmI1N2MxMyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396059";"BAMEGA INDAH, CV";"JL GAJAH MADA NO 32";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IkJHTVJTcHRTUEZDa0RBdU9Yd0VTNmc9PSIsInZhbHVlIjoiM3BWMXBiZXZ5VjhudHJ2L0FYaHlwQT09IiwibWFjIjoiNDUyZWE4MmI2MDc3NTllMmM0YTA5Yjc0MjAwNjljMzc2MmE4YWM0YmM4MmZhZWVhZGJmNjZjM2I5MzhmMDgzZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396060";"AFA, CV";"JL HOS COKROAMINOTO";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InFRZDFUVEJyK09wSVJzd2duUlpnTHc9PSIsInZhbHVlIjoieExoN0M1Z0U0dnFkK0N4RXRWUTY4UT09IiwibWFjIjoiYjgzZjYzMDcwODNhOTJlNWE1NGE5MmQ5OTQ4MDhmOTBlNDU3YTczZTIyYzU2ZDE5ZTMxYTQxNDJkMzEyMDM3MiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396061";"JATRI KARYA MANDIRI, CV";"JL HOS COKROAMINOTO";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6Ikl2ZGVZNldtM3hsV2s0QWREWmxYd0E9PSIsInZhbHVlIjoiQXd6dzE5eDZBZmNhV2I0RUZ3SWVuUT09IiwibWFjIjoiZTRhODZjZjE5MTMyM2IyZWE1YjU5ZWUyMzEwYTAyOGIzOWYyMzk0MjE1MDNhMjc3YTU4ZjM1MWZkOTlmOGIyMSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396062";"SAUDARA, CV";"JL HOS COKROAMINOTO";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InNVL0VZbnN1cXBPUzArelRjb0pNMFE9PSIsInZhbHVlIjoiT05kZ0EweHQwNU9ZVXF2Y3RVY1FWZz09IiwibWFjIjoiOTNmNTBlM2U5ZWFhNGNlMmM2MWZkZWRiOGJlYzY1NjJjOWI3MjgxZmYxZTM1YjNhYWFkNzRlMGFmYTM4NDY3YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396063";"BINTANG FRIMA ALFATH, CV";"JL JENDERAL AHMAD YANI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImJ2N3VKZ1dScXArclNGN3hEWitqNmc9PSIsInZhbHVlIjoiV2swN3hXRVdtL2tBazFROTEyaDJuUT09IiwibWFjIjoiZTJmNDE3ZDgwYWY1MjQxZWQyMTJmNTJmMTlhNjliMDg3MGQ5YmY3YWE1YjY2OTY0MTY3OWZkYTY4ODBlOTc4OSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396064";"MADERIH PASER JAYA, CV";"JL JENDERAL SUDIRMAN";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImszNENNdnFRejdkTUMxODdFMGt1V0E9PSIsInZhbHVlIjoiYjZQMndsRzMvUjdXRTVTZCtQTjIwQT09IiwibWFjIjoiYjRmMzE5N2UzZDQ3YzAzZDQ5ZWRmMDYwYjkwNmE2NTE0NzM0NjliMDYwNjliOGY0MjAwNjY3NmUzZDY5MjFlNSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396065";"BUNGO NYARO RUO, CV";"JL JENDERAL AHMAD YANI GANG KARTIKA 2";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IkwzY0N5alpsV3RyTzZuL0pVd0xRcnc9PSIsInZhbHVlIjoiN3VKdWtzeHlydnowUXVnUWpzcGlqUT09IiwibWFjIjoiYzY5NDRhNTE4MTBkZTQzNWEyZDVlOTg4ZTlmZTdiOTQ1YjQ4ZjFhYTQzYmMyM2UxNDJhNWU3OGZmYzYyMjlkZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396066";"NAGARA JAYA MANDIRI, CV";"JL JENDERAL AHMAD YANI NO 21";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IlFXQVFoM0NEU2crR3VmbEFCcHhGd1E9PSIsInZhbHVlIjoiT3JxK2tnWEMwdnp1L3FJbkJ1RHpaUT09IiwibWFjIjoiMWI3MTA3NWE1NTgyOTQ4ZThiYWNjNDI4NDI2NmUwZjc0OTNiN2ZjMWI4MjYxOWZhZDJlM2U2MTA5ZmFiN2MwYyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396067";"MAHAKARYA JAYA UTAMA, CV";"JL JENDERAL SUDIRMAN";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InVCcElzMG1jSzIvdzJBL2hmNU42dmc9PSIsInZhbHVlIjoiOXY3Q3RSTDNXRVN0ODBOZUViTXVoUT09IiwibWFjIjoiODAyZTliNWM1YTQ4ZmE4NDZhNDJhZGYyODE3MDZjMzI1MDM2ODA1OGIzZTNiODc0ZjI0NWZlMmNiNmMzNjY1YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396068";"RIKA MULYA, CV";"JL JENDERAL SUDIRMAN";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IllTTGVEWUJod1FhR0wrMFA0L2J6dHc9PSIsInZhbHVlIjoiOVpnbHJNYmo0VHA3S2FFaU9ld1k2Zz09IiwibWFjIjoiMGZmYjc0YzczM2RiM2VlMGE4ZTEyY2U4OWQ0NjVhYWU3MGExYjU0NWEwM2EwMzgxZDUzNzJlY2U0YmNlMDNiZiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: 42102]";"";"";"2025-01-07";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396069";"MAGFIRAH, CV";"JL KANDILO BAHARI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImZ2Q2F2NXRiNi9MN2dMZCs3R3FxUVE9PSIsInZhbHVlIjoiSjdrWEVEU29wV0YwbmJ2Sm8zakhOUT09IiwibWFjIjoiNDc2MGU0ODU5ODM1NTU0ODAyZTNlOWQ2ODY3ZTZiNzhkMzIwYTdhZWYyM2ZjMGM5Mjg3MDZkMDhiZjk0N2E0NyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396070";"NIFA KARYA MANDIRI, CV";"JL KANDILO BAHARI NO 36";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImpNdEdmZzJ2VHoyR1pYazJmQUFqT1E9PSIsInZhbHVlIjoiTDhvMlNyZUJna1VrSE9xSDRCeE1oZz09IiwibWFjIjoiMzYxMjZjNmM5ODU2ZjdlM2I0NjU1ZGFjMjdlMTc4MWRlMDk1Y2JhODJmNDUwMGY0MzViOTllNjJhNTdjNmNkMyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396071";"OLA, CV";"JL KESUMA BANGSA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6IjNNa0lvWnVXb0NyUWxUd2g4UCtmSVE9PSIsInZhbHVlIjoiOUZ4THY2MEZ3YU9xLzEva21oeHhvdz09IiwibWFjIjoiYjc1YmFkZjE5MDljYjgxODJlOTI4MjljZDAxNWU5ZDA0N2MzM2E1OWVjMGZjZTZhM2RhNWMzM2Q3MWFiZDRkNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396072";"NOUFAL JAYA, CV";"JL KH ACHMAD DAHLAN";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InVqa3ZUWFZWVmx4cGhDRTJMZEpmd1E9PSIsInZhbHVlIjoiMnVHU0Jsei9icmNaelQzSDhRRzVFZz09IiwibWFjIjoiYzEwZWVkNWIwZGQ5OGVjYWExMTFhYTY1MTQwMjZhYjAwM2NiMTJhMTI2MmY0ZTNjNzFkYjk5MTk1NDVjOGYyYiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"6396073";"PUTPA INDAH, CV";"JL KH ACHMAD DAHLAN";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImNqVmZHSkJVMVZ0bngxeXY1dTlWTHc9PSIsInZhbHVlIjoiVE9CU09zclMxek0zdWdRS3N1SkRLZz09IiwibWFjIjoiOTdlY2E0MzI4ZTFkOWFkMTNjOGRjNGRkOTU3YjI0ZTczNzhiNjIxNTRlYTgxYTczZTNjMWVlMDRiZGM0OWE3NSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: F, KBLI: -]";"";"";"2025-12-15";"UMKM";"";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
